C_state,I_state,cell_type,sender_availability,receiver_availability
0,6,Stromal_&_T_Cell_Hybrid,0.00405244342982769,0.00405244342982769
0,6,T_Cell_&_Tumor_Hybrid,0.0012085471535101533,0.0012085471535101533
0,6,Unlabeled,0.019834142178297043,0.019834142178297043
0,7,B_Cells,0.06807325035333633,0.06807325035333633
0,7,CD4+_T_Cells,0.03577584773302078,0.03577584773302078
0,7,CD8+_T_Cells,0.03685465082526207,0.03685465082526207
0,7,DCIS_1,0.000709623156581074,0.000709623156581074
0,7,DCIS_2,0.0010451215784996748,0.0010451215784996748
0,7,Endothelial,0.04770875349640846,0.04770875349640846
0,7,IRF7+_DCs,0.004197298549115658,0.004197298549115658
0,7,Invasive_Tumor,0.0055238595232367516,0.0055238595232367516
0,7,LAMP3+_DCs,0.000885750399902463,0.000885750399902463
0,7,Macrophages_1,0.061023421585559845,0.061023421585559845
0,7,Macrophages_2,0.0686742514371872,0.0686742514371872
0,7,Mast_Cells,0.0033063183072954416,0.0033063183072954416
0,7,Myoepi_ACTA2+,0.0035445743706077337,0.0035445743706077337
0,7,Myoepi_KRT15+,0.00017231616948265582,0.00017231616948265582
0,7,Perivascular-Like,0.0038561727851629257,0.0038561727851629257
0,7,Prolif_Invasive_Tumor,0.00023932993644848466,0.00023932993644848466
0,7,Stromal,0.622063398361206,0.622063398361206
0,7,Stromal_&_T_Cell_Hybrid,0.006274731829762459,0.006274731829762459
0,7,T_Cell_&_Tumor_Hybrid,0.0008487111772410572,0.0008487111772410572
0,7,Unlabeled,0.02922278456389904,0.02922278456389904
1,0,B_Cells,0.002419638680294156,0.002419638680294156
1,0,CD4+_T_Cells,0.004344532731920481,0.004344532731920481
1,0,CD8+_T_Cells,0.011566475965082645,0.011566475965082645
1,0,DCIS_1,0.00018912101222667843,0.00018912101222667843
1,0,DCIS_2,0.00510435551404953,0.00510435551404953
1,0,Endothelial,0.024742132052779198,0.024742132052779198
1,0,IRF7+_DCs,0.00029106708825565875,0.00029106708825565875
1,0,Invasive_Tumor,0.7246692180633545,0.7246692180633545
1,0,LAMP3+_DCs,9.799427061807364e-05,9.799427061807364e-05
1,0,Macrophages_1,0.04123160243034363,0.04123160243034363
1,0,Macrophages_2,0.0006003699963912368,0.0006003699963912368
1,0,Mast_Cells,0.0001318697613896802,0.0001318697613896802
1,0,Myoepi_ACTA2+,0.0004086760454811156,0.0004086760454811156
1,0,Myoepi_KRT15+,1.9902454369002953e-06,1.9902454369002953e-06
1,0,Perivascular-Like,0.0011810266878455877,0.0011810266878455877
1,0,Prolif_Invasive_Tumor,0.09024608135223389,0.09024608135223389
1,0,Stromal,0.07048060745000839,0.07048060745000839
1,0,Stromal_&_T_Cell_Hybrid,0.0005316598690114915,0.0005316598690114915
1,0,T_Cell_&_Tumor_Hybrid,0.008784003555774689,0.008784003555774689
1,0,Unlabeled,0.012979459017515182,0.012979459017515182
1,1,B_Cells,0.0003529735840857029,0.0003529735840857029
1,1,CD4+_T_Cells,0.008114049211144447,0.008114049211144447
1,1,CD8+_T_Cells,0.0024797613732516766,0.0024797613732516766
1,1,DCIS_1,0.06182600185275078,0.06182600185275078
1,1,DCIS_2,0.18372361361980438,0.18372361361980438
1,1,Endothelial,0.0040284087881445885,0.0040284087881445885
1,1,IRF7+_DCs,0.0,0.0
1,1,Invasive_Tumor,0.4632672667503357,0.4632672667503357
1,1,LAMP3+_DCs,0.0,0.0
1,1,Macrophages_1,0.049196235835552216,0.049196235835552216
1,1,Macrophages_2,0.0,0.0
1,1,Mast_Cells,0.0,0.0
1,1,Myoepi_ACTA2+,0.014925414696335793,0.014925414696335793
1,1,Myoepi_KRT15+,0.005456982646137476,0.005456982646137476
1,1,Perivascular-Like,0.00023213656095322222,0.00023213656095322222
1,1,Prolif_Invasive_Tumor,0.0031920114997774363,0.0031920114997774363
1,1,Stromal,0.01304165180772543,0.01304165180772543
1,1,Stromal_&_T_Cell_Hybrid,0.0,0.0
1,1,T_Cell_&_Tumor_Hybrid,0.001106414245441556,0.001106414245441556
1,1,Unlabeled,0.18905726075172424,0.18905726075172424
1,2,B_Cells,0.0002491860941518098,0.0002491860941518098
1,2,CD4+_T_Cells,0.001739372732117772,0.001739372732117772
1,2,CD8+_T_Cells,0.0028989645652472973,0.0028989645652472973
1,2,DCIS_1,0.002750946208834648,0.002750946208834648
1,2,DCIS_2,0.28636813163757324,0.28636813163757324
1,2,Endothelial,0.005639216396957636,0.005639216396957636
1,2,IRF7+_DCs,0.00011026639549527317,0.00011026639549527317
1,2,Invasive_Tumor,0.5655285120010376,0.5655285120010376
1,2,LAMP3+_DCs,0.0,0.0
1,2,Macrophages_1,0.019341161474585533,0.019341161474585533
1,2,Macrophages_2,0.0005008430453017354,0.0005008430453017354
1,2,Mast_Cells,0.0002723446814343333,0.0002723446814343333
1,2,Myoepi_ACTA2+,0.029717182740569115,0.029717182740569115
1,2,Myoepi_KRT15+,0.00016033729480113834,0.00016033729480113834
1,2,Perivascular-Like,0.00040164278470911086,0.00040164278470911086
1,2,Prolif_Invasive_Tumor,0.009216418489813805,0.009216418489813805
1,2,Stromal,0.017010025680065155,0.017010025680065155
1,2,Stromal_&_T_Cell_Hybrid,0.000181845563929528,0.000181845563929528
1,2,T_Cell_&_Tumor_Hybrid,0.0012424441520124674,0.0012424441520124674
1,2,Unlabeled,0.05667117238044739,0.05667117238044739
1,3,B_Cells,0.014558122493326664,0.014558122493326664
1,3,CD4+_T_Cells,0.013116875663399696,0.013116875663399696
1,3,CD8+_T_Cells,0.01375149842351675,0.01375149842351675
1,3,DCIS_1,0.0002692627313081175,0.0002692627313081175
1,3,DCIS_2,0.0026347185485064983,0.0026347185485064983
1,3,Endothelial,0.02188621461391449,0.02188621461391449
1,3,IRF7+_DCs,0.005978885106742382,0.005978885106742382
1,3,Invasive_Tumor,0.613705039024353,0.613705039024353
1,3,LAMP3+_DCs,0.0005825241096317768,0.0005825241096317768
1,3,Macrophages_1,0.06842882186174393,0.06842882186174393
1,3,Macrophages_2,0.0010540231596678495,0.0010540231596678495
1,3,Mast_Cells,0.0004619108804035932,0.0004619108804035932
1,3,Myoepi_ACTA2+,9.179412154480815e-05,9.179412154480815e-05
1,3,Myoepi_KRT15+,0.0,0.0
1,3,Perivascular-Like,0.0017738081514835358,0.0017738081514835358
1,3,Prolif_Invasive_Tumor,0.018651138991117477,0.018651138991117477
1,3,Stromal,0.15778741240501404,0.15778741240501404
1,3,Stromal_&_T_Cell_Hybrid,0.0011187244672328234,0.0011187244672328234
1,3,T_Cell_&_Tumor_Hybrid,0.008957206271588802,0.008957206271588802
1,3,Unlabeled,0.055192142724990845,0.055192142724990845
1,4,B_Cells,0.0,0.0
1,4,CD4+_T_Cells,0.0,0.0
1,4,CD8+_T_Cells,0.0,0.0
1,4,DCIS_1,0.11807883530855179,0.11807883530855179
1,4,DCIS_2,0.11274921149015427,0.11274921149015427
1,4,Endothelial,0.0008919330430217087,0.0008919330430217087
1,4,IRF7+_DCs,0.0,0.0
1,4,Invasive_Tumor,0.39907702803611755,0.39907702803611755
1,4,LAMP3+_DCs,0.0,0.0
1,4,Macrophages_1,0.04444824904203415,0.04444824904203415
1,4,Macrophages_2,0.001500969985499978,0.001500969985499978
1,4,Mast_Cells,0.0,0.0
1,4,Myoepi_ACTA2+,0.04873501881957054,0.04873501881957054
1,4,Myoepi_KRT15+,0.0,0.0
1,4,Perivascular-Like,0.0,0.0
1,4,Prolif_Invasive_Tumor,0.0,0.0
1,4,Stromal,0.029891634359955788,0.029891634359955788
1,4,Stromal_&_T_Cell_Hybrid,0.0,0.0
1,4,T_Cell_&_Tumor_Hybrid,0.0,0.0
1,4,Unlabeled,0.24462713301181793,0.24462713301181793
1,5,B_Cells,0.022114664316177368,0.022114664316177368
1,5,CD4+_T_Cells,0.05046533793210983,0.05046533793210983
1,5,CD8+_T_Cells,0.05636875703930855,0.05636875703930855
1,5,DCIS_1,0.0006496445275843143,0.0006496445275843143
1,5,DCIS_2,0.0028911312110722065,0.0028911312110722065
1,5,Endothelial,0.045277852565050125,0.045277852565050125
1,5,IRF7+_DCs,0.000522653921507299,0.000522653921507299
1,5,Invasive_Tumor,0.49024978280067444,0.49024978280067444
1,5,LAMP3+_DCs,0.0014901827089488506,0.0014901827089488506
1,5,Macrophages_1,0.10971284657716751,0.10971284657716751
1,5,Macrophages_2,0.002878186758607626,0.002878186758607626
1,5,Mast_Cells,0.0005291139241307974,0.0005291139241307974
1,5,Myoepi_ACTA2+,0.0007637578528374434,0.0007637578528374434
1,5,Myoepi_KRT15+,0.0,0.0
1,5,Perivascular-Like,0.00418437272310257,0.00418437272310257
1,5,Prolif_Invasive_Tumor,0.02056039310991764,0.02056039310991764
1,5,Stromal,0.12848545610904694,0.12848545610904694
1,5,Stromal_&_T_Cell_Hybrid,0.005289105232805014,0.005289105232805014
1,5,T_Cell_&_Tumor_Hybrid,0.01439643744379282,0.01439643744379282
1,5,Unlabeled,0.04317059367895126,0.04317059367895126
1,6,B_Cells,0.006972756702452898,0.006972756702452898
1,6,CD4+_T_Cells,0.006706485990434885,0.006706485990434885
1,6,CD8+_T_Cells,0.011415187269449234,0.011415187269449234
1,6,DCIS_1,1.699991344139562e-06,1.699991344139562e-06
1,6,DCIS_2,0.002015712670981884,0.002015712670981884
1,6,Endothelial,0.09495112299919128,0.09495112299919128
1,6,IRF7+_DCs,0.00038933692849241197,0.00038933692849241197
1,6,Invasive_Tumor,0.6022564768791199,0.6022564768791199
1,6,LAMP3+_DCs,0.00014743863721378148,0.00014743863721378148
1,6,Macrophages_1,0.06049307435750961,0.06049307435750961
1,6,Macrophages_2,0.0010117688216269016,0.0010117688216269016
1,6,Mast_Cells,0.00026603584410622716,0.00026603584410622716
1,6,Myoepi_ACTA2+,0.0002485871082171798,0.0002485871082171798
1,6,Myoepi_KRT15+,0.0,0.0
1,6,Perivascular-Like,0.0054044947028160095,0.0054044947028160095
1,6,Prolif_Invasive_Tumor,0.04525786265730858,0.04525786265730858
1,6,Stromal,0.13514848053455353,0.13514848053455353
1,6,Stromal_&_T_Cell_Hybrid,0.0008653430850245059,0.0008653430850245059
1,6,T_Cell_&_Tumor_Hybrid,0.006063442211598158,0.006063442211598158
1,6,Unlabeled,0.020385025069117546,0.020385025069117546
1,7,B_Cells,0.03007429838180542,0.03007429838180542
1,7,CD4+_T_Cells,0.023849057033658028,0.023849057033658028
1,7,CD8+_T_Cells,0.029474854469299316,0.029474854469299316
1,7,DCIS_1,0.0,0.0
1,7,DCIS_2,0.00610117893666029,0.00610117893666029
1,7,Endothelial,0.04766752943396568,0.04766752943396568
1,7,IRF7+_DCs,0.00029126176377758384,0.00029126176377758384
1,7,Invasive_Tumor,0.5096130967140198,0.5096130967140198
1,7,LAMP3+_DCs,0.00011870792513946071,0.00011870792513946071
1,7,Macrophages_1,0.07734772562980652,0.07734772562980652
1,7,Macrophages_2,0.042023397982120514,0.042023397982120514
1,7,Mast_Cells,5.084577787783928e-05,5.084577787783928e-05
1,7,Myoepi_ACTA2+,0.0022448173258453608,0.0022448173258453608
1,7,Myoepi_KRT15+,0.0,0.0
1,7,Perivascular-Like,0.0012453753734007478,0.0012453753734007478
1,7,Prolif_Invasive_Tumor,0.032094988971948624,0.032094988971948624
1,7,Stromal,0.15357649326324463,0.15357649326324463
1,7,Stromal_&_T_Cell_Hybrid,0.002030270639806986,0.002030270639806986
1,7,T_Cell_&_Tumor_Hybrid,0.008896833285689354,0.008896833285689354
1,7,Unlabeled,0.033299244940280914,0.033299244940280914
2,0,B_Cells,0.0020168290939182043,0.0020168290939182043
2,0,CD4+_T_Cells,0.009443061426281929,0.009443061426281929
2,0,CD8+_T_Cells,0.0250410083681345,0.0250410083681345
2,0,DCIS_1,0.0037058251909911633,0.0037058251909911633
2,0,DCIS_2,0.1740722507238388,0.1740722507238388
2,0,Endothelial,0.09111455082893372,0.09111455082893372
2,0,IRF7+_DCs,0.0,0.0
2,0,Invasive_Tumor,0.10601196438074112,0.10601196438074112
2,0,LAMP3+_DCs,0.0,0.0
2,0,Macrophages_1,0.05002133920788765,0.05002133920788765
2,0,Macrophages_2,0.0009261153172701597,0.0009261153172701597
2,0,Mast_Cells,0.0024561253376305103,0.0024561253376305103
2,0,Myoepi_ACTA2+,0.3633188307285309,0.3633188307285309
2,0,Myoepi_KRT15+,0.008221943862736225,0.008221943862736225
2,0,Perivascular-Like,0.0005848864675499499,0.0005848864675499499
2,0,Prolif_Invasive_Tumor,0.03149743005633354,0.03149743005633354
2,0,Stromal,0.09193182736635208,0.09193182736635208
2,0,Stromal_&_T_Cell_Hybrid,0.00010161223326576874,0.00010161223326576874
2,0,T_Cell_&_Tumor_Hybrid,0.0073598166927695274,0.0073598166927695274
2,0,Unlabeled,0.03217452019453049,0.03217452019453049
2,1,B_Cells,0.0029381082858890295,0.0029381082858890295
2,1,CD4+_T_Cells,0.006495384499430656,0.006495384499430656
2,1,CD8+_T_Cells,0.021984469145536423,0.021984469145536423
2,1,DCIS_1,0.17865672707557678,0.17865672707557678
2,1,DCIS_2,0.0614272765815258,0.0614272765815258
2,1,Endothelial,0.018501458689570427,0.018501458689570427
2,1,IRF7+_DCs,0.00018102834292221814,0.00018102834292221814
2,1,Invasive_Tumor,0.006612242665141821,0.006612242665141821
2,1,LAMP3+_DCs,0.0005996773834340274,0.0005996773834340274
2,1,Macrophages_1,0.058020107448101044,0.058020107448101044
2,1,Macrophages_2,0.0009922737954184413,0.0009922737954184413
2,1,Mast_Cells,0.0006294046761468053,0.0006294046761468053
2,1,Myoepi_ACTA2+,0.25364580750465393,0.25364580750465393
2,1,Myoepi_KRT15+,0.2822084128856659,0.2822084128856659
2,1,Perivascular-Like,0.0019568761344999075,0.0019568761344999075
2,1,Prolif_Invasive_Tumor,0.0,0.0
2,1,Stromal,0.08046389371156693,0.08046389371156693
2,1,Stromal_&_T_Cell_Hybrid,0.00136550550814718,0.00136550550814718
2,1,T_Cell_&_Tumor_Hybrid,0.0010945686371996999,0.0010945686371996999
2,1,Unlabeled,0.022226588800549507,0.022226588800549507
2,2,B_Cells,0.0028674229979515076,0.0028674229979515076
2,2,CD4+_T_Cells,0.005518939346075058,0.005518939346075058
2,2,CD8+_T_Cells,0.020314611494541168,0.020314611494541168
2,2,DCIS_1,0.0017116803210228682,0.0017116803210228682
2,2,DCIS_2,0.17858187854290009,0.17858187854290009
2,2,Endothelial,0.03502478078007698,0.03502478078007698
2,2,IRF7+_DCs,0.00016246172890532762,0.00016246172890532762
2,2,Invasive_Tumor,0.011838320642709732,0.011838320642709732
2,2,LAMP3+_DCs,0.0002719660697039217,0.0002719660697039217
2,2,Macrophages_1,0.044930312782526016,0.044930312782526016
2,2,Macrophages_2,0.001111788209527731,0.001111788209527731
2,2,Mast_Cells,0.0012866049073636532,0.0012866049073636532
2,2,Myoepi_ACTA2+,0.43128687143325806,0.43128687143325806
2,2,Myoepi_KRT15+,0.10782143473625183,0.10782143473625183
2,2,Perivascular-Like,0.0019916638266295195,0.0019916638266295195
2,2,Prolif_Invasive_Tumor,0.0003234261821489781,0.0003234261821489781
2,2,Stromal,0.14063656330108643,0.14063656330108643
2,2,Stromal_&_T_Cell_Hybrid,0.001653900952078402,0.001653900952078402
2,2,T_Cell_&_Tumor_Hybrid,0.0008965301676653326,0.0008965301676653326
2,2,Unlabeled,0.011769047006964684,0.011769047006964684
2,3,B_Cells,0.015283899381756783,0.015283899381756783
2,3,CD4+_T_Cells,0.007357270456850529,0.007357270456850529
2,3,CD8+_T_Cells,0.02393885888159275,0.02393885888159275
2,3,DCIS_1,0.0008894117781892419,0.0008894117781892419
2,3,DCIS_2,0.011417921632528305,0.011417921632528305
2,3,Endothelial,0.012160948477685452,0.012160948477685452
2,3,IRF7+_DCs,0.0019230337347835302,0.0019230337347835302
2,3,Invasive_Tumor,0.002457692753523588,0.002457692753523588
2,3,LAMP3+_DCs,0.0,0.0
2,3,Macrophages_1,0.07246940582990646,0.07246940582990646
2,3,Macrophages_2,0.0005402773385867476,0.0005402773385867476
2,3,Mast_Cells,0.00072054925840348,0.00072054925840348
2,3,Myoepi_ACTA2+,0.3892635405063629,0.3892635405063629
2,3,Myoepi_KRT15+,0.251194030046463,0.251194030046463
2,3,Perivascular-Like,0.0008585714385844767,0.0008585714385844767
2,3,Prolif_Invasive_Tumor,0.0,0.0
2,3,Stromal,0.176946759223938,0.176946759223938
2,3,Stromal_&_T_Cell_Hybrid,0.0002675284049473703,0.0002675284049473703
2,3,T_Cell_&_Tumor_Hybrid,0.0,0.0
2,3,Unlabeled,0.032310325652360916,0.032310325652360916
2,4,B_Cells,0.00550071382895112,0.00550071382895112
2,4,CD4+_T_Cells,0.0091728325933218,0.0091728325933218
2,4,CD8+_T_Cells,0.03543681278824806,0.03543681278824806
2,4,DCIS_1,0.17432652413845062,0.17432652413845062
2,4,DCIS_2,0.008085209876298904,0.008085209876298904
2,4,Endothelial,0.035687822848558426,0.035687822848558426
2,4,IRF7+_DCs,0.0001191169285448268,0.0001191169285448268
2,4,Invasive_Tumor,0.0020005677361041307,0.0020005677361041307
2,4,LAMP3+_DCs,0.0007783837500028312,0.0007783837500028312
2,4,Macrophages_1,0.06276661902666092,0.06276661902666092
2,4,Macrophages_2,0.001580646145157516,0.001580646145157516
2,4,Mast_Cells,0.00022850744426250458,0.00022850744426250458
2,4,Myoepi_ACTA2+,0.3005111813545227,0.3005111813545227
2,4,Myoepi_KRT15+,0.22743035852909088,0.22743035852909088
2,4,Perivascular-Like,0.007291840855032206,0.007291840855032206
2,4,Prolif_Invasive_Tumor,8.27410985948518e-06,8.27410985948518e-06
2,4,Stromal,0.10230589658021927,0.10230589658021927
2,4,Stromal_&_T_Cell_Hybrid,0.002289821393787861,0.002289821393787861
2,4,T_Cell_&_Tumor_Hybrid,0.0010533451568335295,0.0010533451568335295
2,4,Unlabeled,0.023425552994012833,0.023425552994012833
2,5,B_Cells,0.017041653394699097,0.017041653394699097
2,5,CD4+_T_Cells,0.02717200480401516,0.02717200480401516
2,5,CD8+_T_Cells,0.049219775944948196,0.049219775944948196
2,5,DCIS_1,0.002439801814034581,0.002439801814034581
2,5,DCIS_2,0.024183697998523712,0.024183697998523712
2,5,Endothelial,0.015382123179733753,0.015382123179733753
2,5,IRF7+_DCs,0.00010375075362389907,0.00010375075362389907
2,5,Invasive_Tumor,0.0018995314603671432,0.0018995314603671432
2,5,LAMP3+_DCs,0.00011607554188231006,0.00011607554188231006
2,5,Macrophages_1,0.09128531813621521,0.09128531813621521
2,5,Macrophages_2,9.803834836930037e-05,9.803834836930037e-05
2,5,Mast_Cells,0.0007399987080134451,0.0007399987080134451
2,5,Myoepi_ACTA2+,0.3273492157459259,0.3273492157459259
2,5,Myoepi_KRT15+,0.309844046831131,0.309844046831131
2,5,Perivascular-Like,0.0007335409754887223,0.0007335409754887223
2,5,Prolif_Invasive_Tumor,0.0,0.0
2,5,Stromal,0.12182731181383133,0.12182731181383133
2,5,Stromal_&_T_Cell_Hybrid,0.0017515015788376331,0.0017515015788376331
2,5,T_Cell_&_Tumor_Hybrid,0.0,0.0
2,5,Unlabeled,0.00881276372820139,0.00881276372820139
2,6,B_Cells,0.00636693648993969,0.00636693648993969
2,6,CD4+_T_Cells,0.0077351839281618595,0.0077351839281618595
2,6,CD8+_T_Cells,0.01655898056924343,0.01655898056924343
2,6,DCIS_1,0.008487487211823463,0.008487487211823463
2,6,DCIS_2,0.08173343539237976,0.08173343539237976
2,6,Endothelial,0.08983667939901352,0.08983667939901352
2,6,IRF7+_DCs,0.0005077439709566534,0.0005077439709566534
2,6,Invasive_Tumor,0.016148539260029793,0.016148539260029793
2,6,LAMP3+_DCs,0.0,0.0
2,6,Macrophages_1,0.07123810797929764,0.07123810797929764
2,6,Macrophages_2,0.0019619876984506845,0.0019619876984506845
2,6,Mast_Cells,0.0013310114154592156,0.0013310114154592156
2,6,Myoepi_ACTA2+,0.4237166941165924,0.4237166941165924
2,6,Myoepi_KRT15+,0.06363784521818161,0.06363784521818161
2,6,Perivascular-Like,0.013440009206533432,0.013440009206533432
2,6,Prolif_Invasive_Tumor,0.0008987512555904686,0.0008987512555904686
2,6,Stromal,0.17992375791072845,0.17992375791072845
2,6,Stromal_&_T_Cell_Hybrid,0.001961369998753071,0.001961369998753071
2,6,T_Cell_&_Tumor_Hybrid,0.0006146588711999357,0.0006146588711999357
2,6,Unlabeled,0.01390080526471138,0.01390080526471138
2,7,B_Cells,0.021335944533348083,0.021335944533348083
2,7,CD4+_T_Cells,0.02048390917479992,0.02048390917479992
2,7,CD8+_T_Cells,0.0301651731133461,0.0301651731133461
2,7,DCIS_1,0.002801645779982209,0.002801645779982209
2,7,DCIS_2,0.10035911947488785,0.10035911947488785
2,7,Endothelial,0.06586550176143646,0.06586550176143646
2,7,IRF7+_DCs,0.0,0.0
2,7,Invasive_Tumor,0.02990788035094738,0.02990788035094738
2,7,LAMP3+_DCs,0.00013846121146343648,0.00013846121146343648
2,7,Macrophages_1,0.09301427751779556,0.09301427751779556
2,7,Macrophages_2,0.03353220224380493,0.03353220224380493
2,7,Mast_Cells,0.004387672059237957,0.004387672059237957
2,7,Myoepi_ACTA2+,0.3457655608654022,0.3457655608654022
2,7,Myoepi_KRT15+,0.057458143681287766,0.057458143681287766
2,7,Perivascular-Like,0.010734040290117264,0.010734040290117264
2,7,Prolif_Invasive_Tumor,0.002398550044745207,0.002398550044745207
2,7,Stromal,0.1604270488023758,0.1604270488023758
2,7,Stromal_&_T_Cell_Hybrid,0.0018160727340728045,0.0018160727340728045
2,7,T_Cell_&_Tumor_Hybrid,0.00019230216275900602,0.00019230216275900602
2,7,Unlabeled,0.019216466695070267,0.019216466695070267
3,0,B_Cells,0.014992249198257923,0.014992249198257923
3,0,CD4+_T_Cells,0.029116610065102577,0.029116610065102577
3,0,CD8+_T_Cells,0.048908837139606476,0.048908837139606476
3,0,DCIS_1,0.0,0.0
3,0,DCIS_2,0.00239369785413146,0.00239369785413146
3,0,Endothelial,0.3378516435623169,0.3378516435623169
3,0,IRF7+_DCs,0.001430925796739757,0.001430925796739757
3,0,Invasive_Tumor,0.17971421778202057,0.17971421778202057
3,0,LAMP3+_DCs,0.0006255305488593876,0.0006255305488593876
3,0,Macrophages_1,0.09088435024023056,0.09088435024023056
3,0,Macrophages_2,0.0034278712701052427,0.0034278712701052427
3,0,Mast_Cells,0.001501937280409038,0.001501937280409038
3,0,Myoepi_ACTA2+,0.002370870904996991,0.002370870904996991
3,0,Myoepi_KRT15+,0.0,0.0
3,0,Perivascular-Like,0.019543493166565895,0.019543493166565895
3,0,Prolif_Invasive_Tumor,0.03487328812479973,0.03487328812479973
3,0,Stromal,0.17593465745449066,0.17593465745449066
3,0,Stromal_&_T_Cell_Hybrid,0.0030004859436303377,0.0030004859436303377
3,0,T_Cell_&_Tumor_Hybrid,0.017890285700559616,0.017890285700559616
3,0,Unlabeled,0.03553927317261696,0.03553927317261696
3,1,B_Cells,0.012776107527315617,0.012776107527315617
3,1,CD4+_T_Cells,0.011992037296295166,0.011992037296295166
3,1,CD8+_T_Cells,0.014423694461584091,0.014423694461584091
3,1,DCIS_1,0.13064159452915192,0.13064159452915192
3,1,DCIS_2,0.026928750798106194,0.026928750798106194
3,1,Endothelial,0.2898625135421753,0.2898625135421753
3,1,IRF7+_DCs,0.0,0.0
3,1,Invasive_Tumor,0.003632304957136512,0.003632304957136512
3,1,LAMP3+_DCs,0.0,0.0
3,1,Macrophages_1,0.09478700906038284,0.09478700906038284
3,1,Macrophages_2,0.014976716600358486,0.014976716600358486
3,1,Mast_Cells,0.0,0.0
3,1,Myoepi_ACTA2+,0.09806380420923233,0.09806380420923233
3,1,Myoepi_KRT15+,0.008663097396492958,0.008663097396492958
3,1,Perivascular-Like,0.036006100475788116,0.036006100475788116
3,1,Prolif_Invasive_Tumor,0.0,0.0
3,1,Stromal,0.19717325270175934,0.19717325270175934
3,1,Stromal_&_T_Cell_Hybrid,0.0,0.0
3,1,T_Cell_&_Tumor_Hybrid,0.0,0.0
3,1,Unlabeled,0.06007305160164833,0.06007305160164833
3,2,B_Cells,0.012116808444261551,0.012116808444261551
3,2,CD4+_T_Cells,0.02292649634182453,0.02292649634182453
3,2,CD8+_T_Cells,0.044797174632549286,0.044797174632549286
3,2,DCIS_1,0.0027621190529316664,0.0027621190529316664
3,2,DCIS_2,0.09149826318025589,0.09149826318025589
3,2,Endothelial,0.3103121519088745,0.3103121519088745
3,2,IRF7+_DCs,0.0005065389559604228,0.0005065389559604228
3,2,Invasive_Tumor,0.008992266841232777,0.008992266841232777
3,2,LAMP3+_DCs,0.0009768552845343947,0.0009768552845343947
3,2,Macrophages_1,0.10657817870378494,0.10657817870378494
3,2,Macrophages_2,0.0025848480872809887,0.0025848480872809887
3,2,Mast_Cells,0.00493714539334178,0.00493714539334178
3,2,Myoepi_ACTA2+,0.15914620459079742,0.15914620459079742
3,2,Myoepi_KRT15+,0.0006989525863900781,0.0006989525863900781
3,2,Perivascular-Like,0.021368345245718956,0.021368345245718956
3,2,Prolif_Invasive_Tumor,0.00040484455530531704,0.00040484455530531704
3,2,Stromal,0.17800049483776093,0.17800049483776093
3,2,Stromal_&_T_Cell_Hybrid,0.0037923427298665047,0.0037923427298665047
3,2,T_Cell_&_Tumor_Hybrid,0.0014522065175697207,0.0014522065175697207
3,2,Unlabeled,0.026147890836000443,0.026147890836000443
3,3,B_Cells,0.04879196360707283,0.04879196360707283
3,3,CD4+_T_Cells,0.07312379032373428,0.07312379032373428
3,3,CD8+_T_Cells,0.047588858753442764,0.047588858753442764
3,3,DCIS_1,0.0008804490207694471,0.0008804490207694471
3,3,DCIS_2,0.0008645913912914693,0.0008645913912914693
3,3,Endothelial,0.35434678196907043,0.35434678196907043
3,3,IRF7+_DCs,0.02344793826341629,0.02344793826341629
3,3,Invasive_Tumor,0.01574808359146118,0.01574808359146118
3,3,LAMP3+_DCs,0.0033391534816473722,0.0033391534816473722
3,3,Macrophages_1,0.09529714286327362,0.09529714286327362
3,3,Macrophages_2,0.015819886699318886,0.015819886699318886
3,3,Mast_Cells,0.0006429426721297204,0.0006429426721297204
3,3,Myoepi_ACTA2+,0.00743109779432416,0.00743109779432416
3,3,Myoepi_KRT15+,0.0,0.0
3,3,Perivascular-Like,0.035398244857788086,0.035398244857788086
3,3,Prolif_Invasive_Tumor,0.00016253248031716794,0.00016253248031716794
3,3,Stromal,0.2018355429172516,0.2018355429172516
3,3,Stromal_&_T_Cell_Hybrid,0.00336343701928854,0.00336343701928854
3,3,T_Cell_&_Tumor_Hybrid,0.0030090780928730965,0.0030090780928730965
3,3,Unlabeled,0.06890857964754105,0.06890857964754105
3,4,B_Cells,0.039382632821798325,0.039382632821798325
3,4,CD4+_T_Cells,0.02469238080084324,0.02469238080084324
3,4,CD8+_T_Cells,0.048487406224012375,0.048487406224012375
3,4,DCIS_1,0.1217828243970871,0.1217828243970871
3,4,DCIS_2,0.0009878161363303661,0.0009878161363303661
3,4,Endothelial,0.30474722385406494,0.30474722385406494
3,4,IRF7+_DCs,0.004067834932357073,0.004067834932357073
3,4,Invasive_Tumor,0.0007930700085125864,0.0007930700085125864
3,4,LAMP3+_DCs,0.0009383044671267271,0.0009383044671267271
3,4,Macrophages_1,0.0826430395245552,0.0826430395245552
3,4,Macrophages_2,0.013356780633330345,0.013356780633330345
3,4,Mast_Cells,0.0,0.0
3,4,Myoepi_ACTA2+,0.10091429203748703,0.10091429203748703
3,4,Myoepi_KRT15+,0.002415967406705022,0.002415967406705022
3,4,Perivascular-Like,0.022752834483981133,0.022752834483981133
3,4,Prolif_Invasive_Tumor,0.0,0.0
3,4,Stromal,0.20647171139717102,0.20647171139717102
